"CNP10 Price Schedule - Effective March 1, 2022",,,,,,,,,,,
Item ID,Description,Pack Quantity,List Price,Customer Price,UPC,Weight,Length,Width,Height,,
345SOBK,"Broan 537 CFM Solar Powered Attic Ventilator, Surface Mount, Black",1,$695.52,$285.17,026715204717,21.00,2.59,0.83,2.25,,
345SOWW,"Broan 537 CFM Solar Powered Attic Ventilator, Surface Mount, Weathered Wood",1,$695.52,$285.17,026715204724,20.75,2.60,0.80,2.27,,
355BK,"Attic Ventilator, Black Dome, 1000 CFM.",1,$292.50,$143.33,026715182695,17.80,1.94,0.71,1.88,,
355BR,"Broan 1000 CFM Powered Attic Ventilator, Roof Mounted, Brown Dome",1,$300.30,$147.15,026715182688,17.10,1.94,0.71,1.88,,
356BK,"Attic Ventilator, Black Dome, 1600 CFM.",1,$381.10,$186.74,026715182671,21.00,1.94,0.77,1.88,,
358NDK,Broan® Range Hood Power Pack Ductless Exhaust Ventilation Kit for PM250SSP,1,$137.44,$67.35,026715256242,5.10,2.15,0.89,0.93,,
359NDK,Optional Non-Duct Kit for Broan PM500SS Power Pack,1,$172.56,$84.55,026715237951,5.10,1.71,1.19,1.07,,
360ALM,"Standard Inlet, 3-3/4w x 3h x 5/8d in Almond",20,$25.50,$8.68,026715250073,0.27,0.36,0.31,0.24,,
360W,Standard White Central Vacuum Wall Inlet,20,$25.50,$8.68,784891993367,0.27,0.35,0.31,0.22,,
3677H,"Broan Ventilation Fan/Light Housing Pack, 0.3 sones",4,$28.68,$14.05,026715141333,13.20,1.69,0.78,1.07,,
376UL,100 ft. Wire 18/2,6,$91.22,$31.02,784891992278,1.74,0.55,0.55,0.28,,
412H,7-Inch Round Transition for Range Hoods and Bath Ventilation Fans,1,$36.96,$18.11,026715002689,1.45,0.88,0.87,0.65,,
41F,"Non-Duct Charcoal Replacement Filter for use with Select Broan Range Hoods 8-3/4"" x 10-1/2"" x 3/8""",6,$21.34,$10.46,026715000913,1.50,0.94,0.41,0.85,,
422401D,"24-Inch 190 CFM White, Under-Cabinet Hood (with damper)",1,$168.42,$82.53,026715172528,10.40,2.25,0.64,1.63,,
423001D,"30-Inch 190 CFM White, Under-Cabinet Hood (with damper)",1,$162.60,$79.67,026715172573,11.60,2.75,0.63,1.63,,
423601D,"36-Inch 190 CFM White, Under-Cabinet Hood (with damper)",1,$168.42,$82.53,026715172559,12.90,3.24,0.65,1.63,,
424201D,"42-Inch 190 CFM White, Under-Cabinet Hood (with damper)",1,$173.90,$85.21,026715172566,12.90,3.75,0.64,1.63,,
463B,"Broan-Nutone 463B 3in. to 4in. Duct Expander, Black",50,$4.22,$1.97,026715258055,5.00,0.98,0.96,1.12,,
465B,4-IN TO 5-IN DUCT EXPANDER 6/PK,6,$8.42,$3.96,026715256556,1.20,0.48,0.48,1.07,,
475B,6-Inch to 4-Inch duct reducer (6 pack),6,$9.46,$4.64,026715165407,1.13,0.97,0.54,0.56,,
509S,"8"" Fan. Same as Model 509 (built-in on/off switch included).",1,$204.52,$100.21,026715022908,13.00,1.60,0.90,1.25,,
512M,"Through the Wall Ventilator, 70 CFM, 3.5 Sones",1,$132.82,$65.08,026715067138,3.25,0.75,0.71,0.82,,
605RP,"NuTone Heater/Fan 70 CFM Ventilation Fan, 1300W Heater, 4.0 Sones",1,$283.72,$139.02,784891344084,12.80,1.58,1.00,0.80,,
610FA,"10-Inch Round, Fresh Air Inlet Wall Cap, Aluminum",1,$166.62,$81.64,026715211050,2.50,1.13,1.13,0.90,,
611CM,"Roof Cap, For Flat Roof, Aluminum, Up to 8-Inch Round Duct",1,$150.20,$73.60,026715066933,4.10,1.35,0.93,1.33,,
612CM,"Roof Cap, For Flat Roof, Aluminum, Up to 12-Inch Round Duct",1,$212.48,$104.12,026715066957,7.20,1.77,1.77,1.76,,
634M,Roof Cap in Black,1,$75.46,$33.04,026715057818,5.70,1.58,1.21,0.76,,
636AL,"Roof Cap, Aluminum, for 3-Inch or 4-Inch Round Duct",1,$47.98,$23.51,026715052516,0.70,0.94,0.80,0.44,,
641FA,Fresh Air Inlet Wall Cap for 6-Inch Round Duct for Range Hoods and Bath Ventilation Fans,1,$71.56,$35.06,026715192069,1.20,0.79,0.79,0.67,,
643FA,Fresh Air Inlet Wall Cap for 8-Inch Round Duct for Range Hoods and Bath Ventilation Fans,1,$105.18,$51.54,026715192076,2.40,1.13,1.13,0.89,,
668RP,"NuTone 70 CFM Ventilation Fan with Light, White Polymeric Lens and Grille, 4.0 Sones",1,$174.70,$85.60,784891344510,9.15,1.58,0.99,0.78,,
679L,"Broan 70 CFM Ventilation Fan with Light, 3.5 Sones",1,$136.62,$53.47,026715199587,6.40,0.78,0.98,1.08,,
682NT,"NuTone Duct-free Ventilation Fan with plastic grille, snap-in mounting and charcoal filter.",1,$86.14,$42.21,784891301681,3.50,0.74,0.44,0.80,,
6884H,"Economy Series Project Packs - 50 CFM 4"" duct Connectors",18,$19.14,$7.85,026715263547,27.00,2.21,1.71,1.23,,
690RA,"NuTone Ventilation Fan Housing Pack Upgrade Kit, 60 CFM, 3.0 Sones",6,$14.54,$5.91,784891254505,7.88,1.58,0.68,0.99,,
690RMTLA,"HOUSING-UNIT SERIES ""A"" NuTone (6 PK)",6,$28.76,$14.09,784891254512,8.40,1.57,0.68,0.99,,
695RB,B UNIT-MOTOR/GRILLE F/690RA,6,$63.66,$25.98,784891254536,15.00,1.33,1.13,0.92,,
696N,"NuTone 50 CFM Ventilation Fan, 4.0 Sones",1,$61.58,$16.27,784891258411,3.40,0.85,0.36,0.79,,
696RNB,"NuTone 50CFM Motor Assembly and Grille Finish Pack, 4.0 Sones",6,$49.60,$11.20,784891254550,12.48,1.95,0.79,0.88,,
69W,"Single-Function Control, White, 20 amps., 120V",1,$15.92,$7.80,026715082254,0.30,0.43,0.27,0.33,,
72W,Variable Speed Wall Control in White; Ventilation Fans,1,$105.20,$51.55,026715053759,0.50,0.42,0.27,0.30,,
744L,"Broan Recessed 50-80 Selectable CFM Ventilation Fan with Light, 0.3-2 Sones",1,$274.04,$110.05,026715258048,9.60,1.23,0.82,0.91,,
744LED,"Broan Recessed 70CFM Fan/Light, with LED Lighting, 1.5 Sones; ENERGY STAR Certified",1,$396.98,$178.56,026715209156,10.30,1.23,0.79,0.92,,
744NT,"NuTone Recessed 70 CFM Ventilation Fan/Light with White Trim, 1.5 Sones",1,$218.96,$101.79,784891951244,9.60,1.23,0.81,0.91,,
744RNL,"NuTone Recessed 50-80 CFM Ventilation Fan with LED Light, 0.8-2.0 Sones; ENERGY STAR Certified",1,$311.36,$125.06,026715258024,9.60,1.23,0.82,0.91,,
763F,"NuTone 50 CFM Ventilation Fan/Light with Transparent Polymeric Lens and Resin Grille Finish Pack, 2.5 Sones; 100-watt Incandescent Lighting",4,$99.06,$28.63,026715236862,13.60,1.83,1.03,1.05,,
763H,"NuTone 50 CFM Ventilation Fan/Light Housing Pack, 2.5 Sones",4,$23.26,$9.51,026715236855,9.80,1.69,0.78,1.07,,
770RLTK,"Broan Roomside 80 CFM Decorative Ventilation Fan Light with trim kit, 2.5 sones",1,$193.08,$76.91,026715260072,11.00,1.25,1.25,1.25,,
770RNLTK,"NuTone Roomside 80 CFM Decorative Ventilation Fan Light with trim kit, 2.5 sones",1,$193.08,$76.91,026715258000,11.00,1.25,1.25,1.25,,
77DV,"Multi-Function Control, Ivory, Three Switch Control With Four-Function Control, Heater/Fan/Light, Night-Light",1,$55.24,$27.07,026715106318,0.90,0.43,0.26,0.33,,
77DW,"Multi-Function Control, White, Three Switch Control With Four-Function Control, Heater/Fan/Light, Night-Light",1,$55.24,$27.07,026715106301,0.90,0.43,0.26,0.33,,
791LEDM,"Broan InVent Series 110 CFM Ventilation Fan with Soft Surround LED Lighting Technology, 1.5 Sones, ENERGY STAR Certified",1,$318.56,$124.01,026715239559,9.90,1.24,0.90,1.25,,
791LEDNTM,"NuTone InVent Series 110 CFM Ventilation Fan with Soft Surround LED Lighting, 1.5 Sones; ENERGY STAR Certified",1,$318.56,$124.01,026715239566,9.90,1.24,0.90,1.25,,
80L,"Variable Speed Control, 3.0 Amp, 120 Volts, 60 Hz (may be used with select models)",1,$63.16,$30.95,026715172269,0.40,0.45,0.23,0.27,,
80RDF,"Broan 80 CFM Finish Pack with Metal Grille, 2.5 Sones",4,$137.68,$67.46,026715146123,17.60,1.83,1.03,1.06,,
82A,Humidity Sensing Wall Control in Lt. Almond,60,$77.42,$37.99,026715258147,0.40,0.37,0.18,0.20,,
82W,Humidity Sensing Wall Control in White,1,$77.42,$37.99,026715230341,0.32,0.37,0.18,0.19,,
843BL,"Broan-NuTone Wall Cap, Steel, Black, 6"" Round Duct",1,$68.14,$33.39,026715164608,2.90,0.79,0.79,0.67,,
8663RP,"NuTone 100 CFM Ventilation Fan with Incandescent Light, White Polymeric Grille, 5.0 Sones",1,$302.32,$122.95,784891216152,11.70,1.40,0.83,1.40,,
8664RP,"NuTone 100 CFM Ventilation Fan with Incandescent Lighting, White Polymeric Grille, 5.0 Sones",1,$272.54,$100.77,784891216251,11.70,1.38,0.81,1.38,,
87W,Line Voltage Wall Thermostat-White,50,$38.56,$18.89,026715250370,0.43,0.27,0.25,0.42,,
885AL,"Wall Cap, Aluminum, for 3-Inch and 4-Inch round duct",6,$49.52,$24.26,784891997068,4.80,1.56,1.09,0.63,,
885BL,"Broan-NuTone Wall Cap, Steel, Black, for 3"" and 4"" round duct",6,$39.12,$19.17,784891276491,9.60,1.56,1.09,0.63,,
885NS,"Wall Cap, Steel, Black, for 3-Inch and 4-Inch round duct (no bird screen)",6,$38.66,$18.94,784891276538,9.30,1.56,1.09,0.63,,
9093WH,"NuTone 70 CFM Heater Ventilation Fan with light, 3.5 Sones",1,$529.14,$259.28,784891321948,20.70,1.50,0.98,1.50,,
9412D,"NuTone One-Bulb Heater, 1-250W Bulb",1,$70.02,$26.51,784891326004,5.30,1.14,0.90,0.61,,
9417DN,"NuTone One-Bulb Heater/Fan 70 CFM Ventilation Fan, 250W Bulb, 4.0 Sones",1,$149.02,$46.31,784891325946,7.40,1.05,0.90,0.63,,
9422P,"NuTone Two-Bulb Heater, 2-250W Bulbs",1,$122.04,$47.89,784891326486,7.50,1.37,0.92,0.59,,
9427P,"NuTone Two-Bulb Heater/Ventilation Fan 70 CFM, 500W Bulbs, 4.0 Sones",1,$193.66,$66.30,784891326493,9.00,1.38,1.04,0.62,,
961L,"In-line Adapter, 6-Inch Round Duct, for 100/150 CFM ceiling mount models",1,$38.76,$18.99,026715131884,2.10,1.06,1.06,0.18,,
9810WH,"Wall Heater, High-Capacity, 1000W Heater, White Grille, 120/240V.",1,$330.04,$161.72,784891328114,9.80,1.13,0.48,1.43,,
9815WH,"Wall Heater, High-Capacity, 1500W Heater, White Grille, 120/240V.",1,$339.06,$166.14,784891328169,9.80,1.44,0.46,1.12,,
981L,"In-line Adapter, 8-Inch rd. for 200/ 250/300 CFM ceiling mount models",1,$38.76,$18.99,026715124718,1.60,1.06,1.05,0.18,,
982L,ADAPTER INLINE FOR LOSONE,1,$49.32,$24.17,026715124725,2.90,1.84,1.04,0.19,,
983L,"In-line Adapter Kit, 8"" x 12"" for 900 & 1500 CFM ceiling mount models",1,$52.80,$25.87,026715124732,3.60,1.86,1.53,0.18,,
A000HFKT,Broan Flex Series Bathroom Ventilation Fan only Housing Pack with Flange Kit,4,$28.92,$9.09,026715257775,13.00,1.94,0.97,1.04,,
A000HFNF,"Broan Flex Series Bathroom Ventilation Fan only Housing Pack, No Flange",4,$28.92,$9.09,026715257034,11.70,1.95,0.97,1.07,,
A000HLKT,Broan Flex Series Bathroom Ventilation Fan Light with Flange Kit,4,$28.92,$9.09,026715257799,13.00,1.95,0.97,1.07,,
A000HLNF,"Broan Flex Series Bathroom Ventilation Fan Light Housing Pack, No Flange",4,$28.92,$9.09,026715257782,11.80,1.95,0.97,1.07,,
A000HSKT,Broan Flex Series Humidity Sensing Bathroom Ventilation Fan Housing Pack with Flange Kit,4,$128.02,$42.15,026715257836,14.40,1.95,0.97,1.07,,
A000HSNF,"Broan Flex Series Humidity Sensing Bathroom Ventilation Fan Housing Pack, No Flange",4,$128.02,$42.15,026715258321,13.00,1.95,0.97,1.07,,
A110,"Broan InVent Series 110 CFM Ventilation Fan, 3.0 Sones",1,$208.82,$66.25,026715236534,8.90,1.11,1.11,0.92,,
A110F1,"Broan Flex Series 110 CFM Ventilation Fan finish pack, 3.0 sones",4,$179.92,$57.16,026715258697,19.04,2.03,1.09,1.26,,
A110L,"Broan InVent Series 110 CFM Ventilation Fan, 1.3 Sones",1,$480.78,$155.63,026715235339,9.60,1.11,1.02,1.11,,
A50L,"Broan InVent Series 50 CFM Ventilation Fans, 1.5 Sones",1,$195.08,$64.35,026715236480,9.35,1.11,1.02,1.11,,
A70L,"Broan InVent Series 70 CFM Ventilation Fan, 2.0 Sones",1,$187.62,$61.37,026715236497,9.50,1.11,1.02,1.11,,
A80,"Broan InVent Series 80 CFM Ventilation Fan, 2.0 Sones",1,$188.20,$59.75,026715236510,8.75,1.11,0.92,1.11,,
A80F1,"Broan Flex Series 80 CFM Ventilation Fan finish pack, 2.0 sones",4,$159.30,$50.66,026715258703,19.24,2.03,1.09,1.26,,
A80L,"Broan InVent Series 80 CFM Ventilation Fan, 1.0 Sones",1,$449.02,$140.39,026715235315,9.60,1.11,1.02,1.11,,
ACCGSFF2,HRV Core Foam Filters (Two Pieces),1,$49.30,$24.16,026715152551,0.20,0.77,0.40,0.15,,
ACCGSFH,HEPA Filter Only,1,$208.94,$102.38,026715152537,2.90,1.69,1.62,0.20,,
ACCGSFHP2,Broan 1 Year HEPA Filter Kit (Two pre-filters and one HEPA),1,$245.88,$120.48,026715152544,3.20,1.69,1.62,0.21,,
ACCGSFP2,1 Year HEPA Filter Kit (Two pre-filters),1,$45.44,$22.27,026715152520,0.91,1.67,1.31,0.06,,
ACCGSFP20,Pre-filter Multi-Pack (Ten ACCGSFP2),1,$437.78,$214.51,026715152599,10.10,1.75,1.38,0.62,,
AE100BF1,"Broan Flex Series 100 CFM Ventilation Fan finish pack, 1.5 sones, ENERGY STAR Certified",4,$162.42,$52.27,026715258710,21.00,2.03,1.09,1.26,,
AE110,"Broan InVent Series 110 CFM Ventilation Fan, 1.0 Sones, ENERGY STAR Certified",1,$336.26,$107.09,026715235292,8.80,1.11,0.92,1.11,,
AE110F1,"Broan Flex Series 110 CFM Ventilation Fan finish pack, 1.0 sones, ENERGY STAR Certified",4,$307.38,$97.98,026715258727,20.80,2.03,1.09,1.26,,
AE110K,"Broan Flex Series 110 CFM Ventilation Fan with CleanCover Grille, 1.0 Sones, ENERGY STAR Certified",1,$330.32,$79.44,026715263486,8.80,1.11,0.92,1.11,129.65,
AE110KF,"Broan Flex Series 110 CFM, 1.0 Sone Ventilation Fan Finish Pack with CleanCover Energy Star",4,$177.46,$68.33,026715266838,21.20,2.03,1.09,1.26,,
AE110L,"Broan InVent Series 110 CFM Ventilation Fan with LED Light, 1.0 Sones; ENERGY STAR Certified",1,$194.40,$164.07,026715236664,9.00,1.11,0.92,1.11,,
AE110LK,"Broan Flex Series 110 CFM Ventilation Fan with LED Lighted CleanCover Grille, 1.0 Sones, ENERGY STAR Certified",1,$536.74,$103.51,026715263493,9.20,1.11,0.92,1.11,169.55,
AE110LKF,"Broan Flex Series 110 CFM, 1.0 Sone Ventilation Fan/Light Finish Pack with CleanCover Energy Star",4,$216.78,$83.44,026715266845,22.60,2.03,1.09,1.26,,
AE110S,"Broan InVent Series 110 CFM Humidity Sensing Ventilation Fan, 1.0 Sones; ENERGY STAR Certified",1,$444.40,$137.13,026715249282,9.50,1.11,0.92,1.11,,
AE110SL,"Broan InVent Series 110 CFM Humidity Sensing Ventilation Fan with LED Light, 1.0 Sones; ENERGY STAR Certified",1,$612.02,$188.44,026715249299,9.80,1.11,0.92,1.11,,
AE50,"Broan InVent Series 50 CFM Ventilation Fan, 0.5 Sones",1,$212.38,$68.04,026715236466,8.60,1.11,1.11,0.92,,
AE50110DC,"Broan Flex DC Series 50-80-110 Selectable CFM Ventilation Fan, <0.3-0.4-0.9 Sones",1,$350.10,$80.14,026715256976,8.10,1.11,0.92,1.11,,
AE50110DCF,"Broan Flex DC Series 50-80-110 Selectable CFM Ventilation Fan Finish Pack, <0.3-0.4-0.9 Sones; ENERGY STAR Certified",4,$332.20,$71.04,026715256983,19.20,2.03,1.09,1.26,,
AE50110DCL,"Broan Flex DC Series 50-80-110 Selectable CFM Ventilation Fan with LED light, <0.3-0.4-0.9 Sones",1,$462.02,$105.74,026715256990,8.30,1.11,0.92,1.11,,
AE50110DCLF,"Broan Flex DC Series 50-80-110 Selectable CFM Ventilation Fan with LED light Finish Pack, <0.3-0.4-0.9 Sones; ENERGY STAR Certified",4,$444.12,$96.64,026715257003,20.24,2.03,1.09,1.26,,
AE50110DCS,"Broan Flex DC Series 50-80-110 Selectable CFM Humidity Sensing Ventilation Fan, <0.3-0.4-0.9 Sones",1,$409.14,$110.19,026715257010,8.20,1.11,0.92,1.11,,
AE50110DCSL,"Broan Flex DC Series 50-80-110 Selectable CFM Humidity Sensing Ventilation Fan with LED, <0.3-0.4-0.9 Sones",1,$509.86,$132.45,026715257027,8.80,1.11,0.92,1.11,,
AE50F1,"Broan Flex Series 50 CFM Ventilation Fan finish pack, 0.5 sones, ENERGY STAR Certified",4,$183.50,$58.94,026715258734,22.00,2.03,1.09,1.26,,
AE60,"Whole-House Air Exchanger, up to 2,000 sq. ft., 160/185 CFM",1,"$1,002.54",$491.24,026715105731,31.60,2.19,1.10,1.39,,
AE80B,"Broan InVent Series 80 CFM Ventilation Fan, 1.5 Sones, ENERGY STAR Certified",1,$144.52,$55.37,026715236008,8.75,1.11,1.11,0.92,,
AE80BF1,"Broan Flex Series 80 CFM Ventilation Fan Finish Pack, 1.5 sones, ENERGY STAR Certified",4,$115.62,$46.27,026715258741,20.88,2.03,1.09,1.26,,
AE80BL,"Broan InVent Series 80 CFM Ventilation Fan with LED Light, 1.5 Sones; ENERGY STAR Certified",1,$268.38,$71.73,026715239573,9.20,1.11,0.92,1.11,,
AE80BLF1,"Broan Flex Series 80 CFM Ventilation Fan with LED light finish pack, 1.5 sones, ENERGY STAR Certified",4,$239.46,$62.64,026715258758,20.80,2.03,1.09,1.26,,
AE80K,"Broan Flex Series 80 CFM Ventilation Fan with CleanCover Grille, 0.8 Sones, ENERGY STAR Certified",1,$297.26,$63.55,026715260904,9.00,1.11,0.92,1.11,109.85,99.85
AE80KF,"Broan Flex? Series 80 CFM, 0.7 Sone Ventilation Fan Finish Pack with CleanCover Energy Star",4,$136.96,$56.15,026715266210,21.20,2.03,1.09,1.26,,
AE80LK,"Broan Flex Series 80 CFM Ventilation Fan with LED Lighted CleanCover Grille, 0.8 Sones, ENERGY STAR Certified",1,$495.44,$79.44,026715260911,9.20,1.11,0.92,1.11,129.65,
AE80LKF,"Broan Flex Series 80 CFM, 0.7 Sone Ventilation Fan/Light Finish Pack with CleanCover Energy Star",4,$177.46,$68.33,026715266227,22.60,2.03,1.09,1.26,,
AE80S,"Broan InVent Series 80 CFM Humidity Sensing Ventilation Fan, 0.8 Sones; ENERGY STAR Certified",1,$216.78,$88.87,026715249268,9.40,1.11,0.92,1.11,,
AE80SL,"Broan InVent Series 80 CFM Humidity Sensing Ventilation Fan with LED Light, 0.8 Sones; ENERGY STAR Certified",1,$256.06,$104.99,026715249275,9.70,1.11,0.92,1.11,,
AEBWS,NON-DUCTD FLUE EXTENSN FOR BWS STAINLESS,1,$393.04,$181.89,026715266067,12.40,3.17,1.25,1.27,,
AEBWSBLS,NON-DUCTD FLUE EXTNSN F/BWS BLK STAINLSS,1,$494.26,$242.19,026715266074,17.85,2.75,1.31,1.17,,
AEE60302SS,Optional Decorative Flue Extension for 30-Inch Broan Elite E60000 Series Range Hoods in Stainless Steel,1,$367.74,$180.19,026715186457,12.30,3.72,2.26,0.42,,
AEE60362SS,Optional Decorative Flue Extension for 36-Inch Broan Elite E60000 Series Range Hoods in Stainless Steel,1,$381.94,$187.15,026715186464,11.90,3.70,2.26,0.42,,
AEE60422SS,Optional Decorative Flue Extension for 42-Inch Broan Elite E60000 Series Range Hoods in Stainless Steel,1,$396.20,$194.14,026715186471,13.90,4.67,2.25,0.42,,
AEE60482SS,Optional Decorative Flue Extension for 48-Inch Broan Elite E60000 Series Range Hoods in Stainless Steel,1,$410.50,$201.15,026715186488,13.90,4.67,2.25,0.42,,
AEEPD18SS,Optional Standard Depth Flue Cover for EPD61 Series Range Hoods,1,$390.44,$191.32,026715204090,16.45,2.38,1.38,1.90,,
AEEPD18SSE,Optional Extended Depth Flue Cover for EPD61 Series Range Hoods,1,$411.26,$201.52,026715204120,14.60,2.38,1.63,1.88,,
AEEPD2445SS,Optional 24-Inch to 45-Inch Telescopic Flue Extension for Outdoor Range Hoods in a 13-Inch Standard Depth Installation,1,"$1,034.64",$506.97,026715227433,35.80,2.38,1.40,2.90,,
AEEPD2445SSE,Optional 24-Inch to 45-Inch Telescopic Flue Extension for Outdoor Range Hoods in a 16-Inch Extended Depth Installation,1,"$1,073.70",$526.11,026715227440,40.00,2.37,1.62,2.41,,
AEEPD30SS,Optional Standard Depth Flue Cover for EPD61 Series Range Hood in Stainless Steel,1,$515.38,$252.54,026715204106,24.00,2.38,1.40,2.88,,
AEEPD30SSE,Optional Extended Depth Flue Cover for EPD61 Series Range Hoods,1,$536.22,$262.75,026715204137,22.30,2.38,1.63,2.89,,
AEEPD6SS,Optional Standard Depth Flue Cover for EPD61 Series Range Hoods in Stainless Steel,1,$225.68,$110.58,026715204083,5.60,2.38,1.38,0.90,,
AEEPD6SSE,Optional Extended Depth Flue Cover for EPD61 Series Range Hoods in Stainless Steel,1,$244.64,$119.87,026715204113,6.00,2.38,1.62,0.92,,
AEEW43BLS,Non-Ducted flue extension Black SS for EW43,1,$781.22,$359.36,026715261376,26.25,3.75,1.15,1.36,,
AEEW43SS,Non-Ducted flue extension Stainless for EW43,1,$574.52,$264.28,026715261352,25.00,3.75,1.13,1.35,,
AEEW46SS,Non-Ducted flue extension Stainless for EW46,1,$574.52,$264.28,026715262854,27.25,3.48,1.53,1.33,,
AEEW48BLS,Non-Ducted flue ext. Black SS for EW48,1,$677.34,$311.58,026715261338,15.40,3.38,0.83,1.00,,
AEEW48SS,Non-Ducted flue ext. Stainless for EW48,1,$481.24,$221.37,026715261321,14.90,3.33,0.83,1.02,,
AEEW48WH,Non-Ducted flue extension White for EW48,1,$518.34,$243.74,026715261345,15.85,3.33,0.83,1.02,,
AEN110,"NuTone InVent Series 110 CFM Ventilation Fan, 1.0 Sones, ENERGY STAR Certified",1,$336.26,$107.09,026715235308,8.80,1.11,0.92,1.11,,
AEN110F1,"NuTone Flex Series 110 CFM Ventilation Fan finish pack, 1.0 sones, ENERGY STAR Certified",4,$307.38,$97.98,026715258765,20.80,2.03,1.09,1.26,,
AEN110L,"NuTone InVent Series 110 CFM Ventilation Fan With LED Light, 1.0 Sones; ENERGY STAR Certified",1,$542.70,$164.07,026715236671,9.30,1.11,0.92,1.11,,
AEN50,"NuTone InVent Series 50 CFM Ventilation Fan, 0.5 Sones; ENERGY STAR Certified",1,$212.38,$68.04,026715236473,8.60,1.11,0.92,1.11,,
AEN80B,"NuTone InVent Series 80 CFM Ventilation Fan, 1.5 Sones, ENERGY STAR Certified",1,$144.52,$55.37,026715236015,8.80,1.11,0.92,1.11,,
AEN80BF1,"NuTone Flex Series 80 CFM Ventilation Fan finish pack, 0.8 sones, ENERGY STAR Certified",4,$115.62,$46.27,026715258772,20.80,2.03,1.09,1.26,,
AEN80BL,"NuTone InVent Series 80 CFM Ventilation Fan with LED Light, 1.5 Sones; ENERGY STAR Certified",1,$268.38,$71.73,026715239597,9.25,1.11,0.92,1.11,,
AER110CCTK,"110 CFM Bathroom Exhaust Fan with CCT LED Light CleanCover? Grille, ENERGY STAR",1,$281.10,$115.25,026715267330,9.60,1.11,0.92,1.11,,
AER110KA,"Broan® Roomside 110 CFM, 1.0 Sone Fan CleanCover ENERGY STAR with Infinitely Adjustable Speed Control Switch",1,$258.44,$105.96,026715264964,9.50,1.13,1.03,1.13,,
AER110LBN,"Broan Roomside 110 CFM Decorative Bathroom Ventilation Fan with LED Light in Brushed Nickel, 1.5 Sones, ENERGY STAR Certified",1,$315.42,$127.51,026715260089,16.70,1.42,1.42,1.00,,
AER110LTK,"Broan Roomside 110 CFM Decorative Bathroom Ventilation Fan with LED Light with Trim Kit, 1.5 Sones, ENERGY STAR Certified",1,$307.02,$123.30,026715260065,18.40,1.45,1.31,1.45,,
AER110RGBL,"Broan ChromaComfort 110 CFM Ventilation Fan with 24 Color Selectable LED, 1.5 sones, ENERGY STAR Certified",1,$401.66,$143.96,026715258673,11.20,1.23,0.90,1.23,,
AER110SLW,"Broan Roomside 110 CFM Humidity Sensing Decorative Ventilation Fan with Round Flat Panel LED Light in White, 1.5 Sones, ENERGY STAR Certified",1,$334.16,$134.61,026715260058,16.70,1.44,0.92,1.44,,
AER80CCTK,"BROAN® 80 CFM, 0.7 SONES FAN W/ CLEANCOVER? AND SELECTABLE CCT LED LIGHT",1,$224.66,$92.10,026715267323,9.50,1.11,0.92,1.11,,
AER80LWH,"Broan Roomside 80 CFM Decorative Ventilation Fan with Round Flat Panel LED Light in White, 0.8 Sones, ENERGY STAR Certified",1,$250.46,$101.35,026715260041,16.70,1.44,0.92,1.44,,
AERN110KA,"NuTone® Roomside 110 CFM, 1 Sone Fan, CleanCover, ENERGY STAR with Infinitely Adjustable Speed Control Switch",1,$258.44,$105.96,026715264971,9.50,1.13,1.03,1.13,,
AERN110RGBL,"NuTone ChromaComfort 110 CFM Ventilation Fan with 24 Color Selectable LED, 1.5 sones, ENERGY STAR Certified",1,$401.66,$143.96,026715258666,11.20,1.23,0.90,1.23,,
AN000HFKT,NuTone Flex Series Bathroom Ventilation Fan only Housing Pack with Flange Kit,4,$28.92,$9.09,026715257850,13.00,1.95,0.97,1.07,,
AN000HFNF,"NuTone Flex Series Bathroom Ventilation Fan only Housing Pack, No Flange",4,$28.92,$9.09,026715257843,11.64,1.95,0.97,1.08,,
AN000HLNF,"NuTone Flex Series Bathroom Ventilation Fan Light Housing Pack, No Flange",4,$28.92,$9.09,026715257881,11.64,1.95,0.97,1.08,,
AN000HSKT,NuTone Flex Series Humidity Sensing Bathroom Ventilation Fan Housing Pack with Flange Kit,4,$128.02,$42.15,026715257874,14.40,1.95,0.97,1.07,,
AN110,"NuTone InVent Series 110 CFM Ventilation Fan, 3.0 Sones",1,$208.82,$66.25,026715236541,8.90,1.11,0.92,1.11,,
AN110L,"NuTone InVent Series 110 CFM Ventilation Fan Light, 1.3 Sones",1,$480.78,$155.63,026715235346,9.60,1.11,1.02,1.11,,
AN70L,"NuTone InVent Series 70 CFM Ventilation Fan, 2.0 Sones",1,$187.62,$61.37,026715236503,9.60,1.11,1.02,1.11,89.35,
AN80L,"NuTone InVent Series 80 CFM Ventilation Fan, 1.0 Sones",1,$439.48,$138.29,026715235322,9.60,1.11,1.02,1.11,,
ANKE60302SS,Optional 30-Inch Non-Duct Kit for Broan Elite E60 and E64 Series Range Hoods in Stainless Steel,1,$425.04,$208.27,026715186419,12.00,3.68,2.27,0.42,,
ANKE60362SS,Optional 36-Inch Non-Duct Kit for Broan Elite E60 and E64 Series Range Hoods in Stainless Steel,1,$440.36,$215.78,026715186426,12.50,3.68,2.27,0.43,,
ANKE60422SS,Optional 42-Inch Non-Duct Kit for Broan Elite E60 and E64 Series Range Hoods in Stainless Steel,1,$549.58,$269.29,026715186433,16.50,4.67,2.25,0.42,,
