Model Number,Item Name,Description,UPC Code,Estimated Lead Time (Days),List Price,My Price,Future Price Effective Date,Future List Price,Future My Price,Note on Estimated Lead Time,,,,,,,,
SCRS-20-TR-SA,SATIN 20A RECP TMP RST,SAGE,784276809603             ,2,34.00,17.00,2022-07-10,37.00,18.50,Ships in 1-2 weeks,,,,,,,,
SCRS-20-TR-SD,SATIN 20A RECP TMP RST,SAND,784276809573             ,2,34.00,17.00,2022-07-10,37.00,18.50,Ships in 1-2 weeks,,,,,,,,
SCRS-20-TR-SI,SATIN 20A RECP TMP RST,SC 20A TAMPER RESIST RECP-SCRS-20-TR-SI,027557618922             ,2,34.00,17.00,2022-07-10,37.00,18.50,Ships in 1-2 weeks,,,,,,,,
SCRS-20-TR-SL,SATIN 20A RECP TMP RST,SLATE,784276809566             ,2,34.00,17.00,2022-07-10,37.00,18.50,Ships in 1-2 weeks,,,,,,,,
SCRS-20-TR-SR,SATIN 20A RECP TMP RST,SIGNALRED,784276810159             ,2,34.00,17.00,2022-07-10,37.00,18.50,Ships in 1-2 weeks,,,,,,,,
SCRS-20-TR-SW,SATIN 20A RECP TMP RST,SC 20A TAMPER RESIST RECP-SCRS-20-TR-SW,027557618939             ,2,34.00,17.00,2022-07-10,37.00,18.50, Ships in 2 business days,,,,,,,,
SCRS-20-TR-TF,SATIN 20A RECP TMP RST,TRUFFLE,784276809627             ,2,34.00,17.00,2022-07-10,37.00,18.50,Ships in 1-2 weeks,,,,,,,,
SCRS-20-TR-TP,SATIN 20A RECP TMP RST,SC 20A TAMPER RESIST RECP-SCRS-20-TR-TP,027557618946             ,2,34.00,17.00,2022-07-10,37.00,18.50,Ships in 1-2 weeks,,,,,,,,
SC-XN-MN,2G CLARO JOSH MIDNIGHT,,784276297059             ,10,110.00,55.00,2022-07-10,120.00,60.00,Ships in 2-3 weeks,,,,,,,,
SC-XN-SW,2G CLARO JOSH WHITE,,784276297271             ,10,110.00,55.00,2022-07-10,120.00,60.00,Ships in 2-3 weeks,,,,,,,,
SELV-300P-AL,SKYLARK 300W ELV SP,SKYLARK 300W PRESET ELECTR -SELV-300P-AL,027557691475             ,2,91.40,45.70,2022-07-11,91.40,45.70,Ships in 1-2 weeks,,,,,,,,
SELV-300P-BL,SKYLARK 300W ELV SP,SKYLARK 300W PRESET ELECTR-SELV-300P-BL,027557680684             ,10,91.40,45.70,2022-07-11,91.40,45.70,Ships in 2-3 weeks,,,,,,,,
SELV-300P-BR,SKYLARK 300W ELV SP,SKYLARK 300W PRESET ELECTR-SELV-300P-BR,027557680691             ,10,91.40,45.70,2022-07-11,91.40,45.70,Ships in 2-3 weeks,,,,,,,,
SELV-300P-GR,SKYLARK 300W ELV SP,SKYLARK 300W PRESET ELECTR-SELV-300P-GR,027557680707             ,2,91.40,45.70,2022-07-11,91.40,45.70,Ships in 1-2 weeks,,,,,,,,
SELV-300PH-AL,SKYLARK 300W ELV SP,SKYLARK 300W PRESET ELV AL-SELV-300PH-AL,027557402231             ,2,91.40,45.70,2022-07-11,91.40,45.70,Ships in 1-2 weeks,,,,,,,,
SELV-300PH-WH,SKYLARK 300W ELV SP,SKYLARK 300W PRESET ELV WH-SELV-300PH-WH,027557319058             ,2,91.40,45.70,2022-07-11,91.40,45.70,Ships in 1-2 weeks,,,,,,,,
SELV-300P-IV,SKYLARK 300W ELV SP,SKYLARK 300W PRESET ELECTR-SELV-300P-IV,027557330404             ,2,91.40,45.70,2022-07-11,91.40,45.70,Ships in 1-2 weeks,,,,,,,,
SELV-300P-LA,SKYLARK 300W ELV SP,SKYLARK 300W PRESET ELECTR -SELV-300P-LA,027557522809             ,2,91.40,45.70,2022-07-11,91.40,45.70,Ships in 1-2 weeks,,,,,,,,
SELV-300P-WH,SKYLARK 300W ELV SP,SKYLARK 300W PRESET ELECTR-SELV-300P-WH,027557670272             ,2,91.40,45.70,2022-07-11,91.40,45.70, Ships in 2 business days,,,,,,,,
SELV-303P-AL,SKYLARK 300W ELV 3WY,SKYLARK 300 3WY PRESET ELEC-SELV-303P-AL,027557691482             ,2,108.20,54.10,2022-07-11,108.20,54.10,Ships in 1-2 weeks,,,,,,,,
SELV-303P-BL,SKYLARK 300W ELV 3WY,SKYLARK 300W 3WY PRESET ELE-SELV-303P-BL,027557680714             ,2,108.20,54.10,2022-07-11,108.20,54.10,Ships in 1-2 weeks,,,,,,,,
SELV-303P-BR,SKYLARK 300W ELV 3WY,SKYLARK 300W 3WY PRESET ELE-SELV-303P-BR,027557680721             ,2,108.20,54.10,2022-07-11,108.20,54.10,Ships in 1-2 weeks,,,,,,,,
SELV-303P-GR,SKYLARK 300W ELV 3WY,SKYLARK 300W 3WY PRESET ELE-SELV-303P-GR,027557680738             ,2,108.20,54.10,2022-07-11,108.20,54.10,Ships in 1-2 weeks,,,,,,,,
SELV-303P-IV,SKYLARK 300W ELV 3WY,SKYLRK 300W 3WY PRESET ELCT-SELV-303P-IV,027557330428             ,2,108.20,54.10,2022-07-11,108.20,54.10,Ships in 1-2 weeks,,,,,,,,
SELV-303P-LA,SKYLARK 300W ELV 3WY,SKYLARK 300W 3WY PRESET ELE-SELV-303P-LA,027557522823             ,2,108.20,54.10,2022-07-11,108.20,54.10,Ships in 1-2 weeks,,,,,,,,
SELV-303P-WH,SKYLARK 300W ELV 3WY,SKYLRK 300W 3WY PRESET ELCT-SELV-303P-WH,027557670289             ,2,108.20,54.10,2022-07-11,108.20,54.10,Ships in 1-2 weeks,,,,,,,,
SF-103P-AL,SKYLARK 8A FLOR 3WY,SKYLARK FLUOR 120V 1-10LP 3WY-SF-103P-AL,027557691581             ,2,158.00,79.00,2022-07-11,158.00,79.00,Ships in 1-2 weeks,,,,,,,,
SF-103P-BL,SKYLARK 8A FLOR 3WY,SKYLARK FLUOR 120V 1-10LP 3WY-SF-103P-BL,027557680745             ,2,158.00,79.00,2022-07-11,158.00,79.00,Ships in 1-2 weeks,,,,,,,,
SF-103P-BR,SKYLARK 8A FLOR 3WY,SKYLARK FLUOR 120V 1-10LP 3WY-SF-103P-BR,027557680752             ,2,158.00,79.00,2022-07-11,158.00,79.00,Ships in 1-2 weeks,,,,,,,,
SF-103P-GR,SKYLARK 8A FLOR 3WY,SKYLARK FLUOR 120V 1-10LP 3WY-SF-103P-GR,027557680769             ,2,158.00,79.00,2022-07-11,158.00,79.00,Ships in 1-2 weeks,,,,,,,,
SF-103P-IV,SKYLARK 8A FLOR 3WY,SKYLARK FLUOR 120V 1-10LP 3WY-SF-103P-IV,027557310550             ,2,158.00,79.00,2022-07-11,158.00,79.00,Ships in 1-2 weeks,,,,,,,,
SF-103P-LA,SKYLARK 8A FLOR 3WY,SKYLARK FLUOR 120V 1-10LP 3WY-SF-103P-LA,027557522939             ,2,158.00,79.00,2022-07-11,158.00,79.00,Ships in 1-2 weeks,,,,,,,,
SF-103P-WH,SKYLARK 8A FLOR 3WY,SKYLARK FLUOR 120V 1-10LP 3WY-SF-103P-WH,027557310505             ,2,158.00,79.00,2022-07-11,158.00,79.00,Ships in 1-2 weeks,,,,,,,,
SF-10P-AL,SKYLARK FLUOR 120V 1-10LP AL,,027557691574             ,2,158.00,79.00,2022-07-11,158.00,79.00,Ships in 1-2 weeks,,,,,,,,
SF-10P-BL,SKYLARK FLUOR 120V 1-10LP BL,,027557680776             ,2,158.00,79.00,2022-07-11,158.00,79.00,Ships in 1-2 weeks,,,,,,,,
SF-10P-BR,SKYLARK FLUOR 120V 1-10LP BR,,027557680783             ,2,158.00,79.00,2022-07-11,158.00,79.00,Ships in 1-2 weeks,,,,,,,,
SF-10P-GR,SKYLARK FLUOR 120V 1-10LP GR,,027557680790             ,2,158.00,79.00,2022-07-11,158.00,79.00,Ships in 1-2 weeks,,,,,,,,
SF-10P-IV,SKYLARK 8A FLOR SP,IVORY,027557310253             ,2,158.00,79.00,2022-07-11,158.00,79.00,Ships in 1-2 weeks,,,,,,,,
SF-10P-LA,SKYLARK FLUOR 120V 1-10LP,LIGHT ALMOND,027557522915             ,2,158.00,79.00,2022-07-11,158.00,79.00,Ships in 1-2 weeks,,,,,,,,
SF-10P-WH,SKYLARK 8A FLOR SP,WHITE,027557310208             ,2,158.00,79.00,2022-07-11,158.00,79.00,Ships in 1-2 weeks,,,,,,,,
SF-12P-277-3-AL,SKYLARK 277V 6A FLOR 3WY,SKYLARK FLUOR 277V 1-12L-SF-12P-277-3-AL,027557691604             ,2,250.00,125.00,2022-07-11,250.00,125.00,Ships in 1-2 weeks,,,,,,,,
SF-12P-277-3-BL,SKYLARK 277V 6A FLOR 3WY,SKYLARK FLUOR 277V 1-12L-SF-12P-277-3-BL,027557680844             ,10,250.00,125.00,2022-07-11,250.00,125.00,Ships in 2-3 weeks,,,,,,,,
SF-12P-277-3-BR,SKYLARK 277V 6A FLOR 3WY,SKYLARK FLUOR 277V 1-12L-SF-12P-277-3-BR,027557680851             ,5,250.00,125.00,2022-07-11,250.00,125.00,Ships in 1-2 weeks,,,,,,,,
SF-12P-277-3-GR,SKYLARK 277V 6A FLOR 3WY,SKYLARK FLUOR 277V 1-12L-SF-12P-277-3-GR,027557680868             ,2,250.00,125.00,2022-07-11,250.00,125.00,Ships in 1-2 weeks,,,,,,,,
SF-12P-277-3-IV,SKYLARK 277V 6A FLOR 3WY,SKYLARK FLUOR 277V 1-12L-SF-12P-277-3-IV,027557680875             ,2,250.00,125.00,2022-07-11,250.00,125.00,Ships in 1-2 weeks,,,,,,,,
SF-12P-277-3-LA,SKYLARK 277V 6A FLOR 3WY,SKYLARK FLUOR 277V 1-12L-SF-12P-277-3-LA,027557524070             ,2,250.00,125.00,2022-07-11,250.00,125.00,Ships in 1-2 weeks,,,,,,,,
SF-12P-277-3-WH,SKYLARK 277V 6A FLOR 3WY,SKYLARK FLUOR 277V 1-12L-SF-12P-277-3-WH,027557450102             ,2,250.00,125.00,2022-07-11,250.00,125.00,Ships in 1-2 weeks,,,,,,,,
SF-12P-277-AL,SKYLARK 277V 6A FLOR SP,ALMOND,027557691598             ,2,249.00,124.50,2022-07-11,249.00,124.50,Ships in 1-2 weeks,,,,,,,,
SF-12P-277-BL,SKYLARK 277V 6A FLOR SP,BLACK,027557680806             ,2,249.00,124.50,2022-07-11,249.00,124.50,Ships in 1-2 weeks,,,,,,,,
SF-12P-277-IV,SKYLARK 277V 6A FLOR SP,IVORY,027557680837             ,2,249.00,124.50,2022-07-11,249.00,124.50,Ships in 1-2 weeks,,,,,,,,
SF-12P-277-LA,SKYLARK 277V 6A FLOR SP,LTALMD,027557523462             ,2,249.00,124.50,2022-07-11,249.00,124.50,Ships in 1-2 weeks,,,,,,,,
SF-12P-277-WH,SKYLARK 277V 6A FLOR SP,WHITE,027557310307             ,2,249.00,124.50,2022-07-11,249.00,124.50,Ships in 1-2 weeks,,,,,,,,
SF-CK-1,SATIN FINISH KEYCHAIN,,784276811200             ,2,40.00,20.00,2022-07-11,40.00,20.00,Ships in 1-2 weeks,,,,,,,,
SFS-5E-AL,SKYLARK 5A FAN SP VAR,SKYLARK 120V 5A FANSPEED AL-SFS-5E-AL,027557691499             ,2,49.40,24.70,2022-07-11,49.40,24.70,Ships in 1-2 weeks,,,,,,,,
SFS-5E-BL,SKYLARK 5A FAN SP VAR,SKYLARK 120V 5A FAN SPD BLACK-SFS-5E-BL,027557680899             ,2,49.40,24.70,2022-07-11,49.40,24.70,Ships in 1-2 weeks,,,,,,,,
SFS-5E-BR,SKYLARK 5A FAN SP VAR,SKYLARK 120V 5A FAN SPD BROWN-SFS-5E-BR,027557680905             ,2,49.40,24.70,2022-07-11,49.40,24.70,Ships in 1-2 weeks,,,,,,,,
SFS-5E-GR,SKYLARK 5A FAN SP VAR,SKYLARK 120V 5A FAN SPD GRAY-SFS-5E-GR,027557680912             ,2,49.40,24.70,2022-07-11,49.40,24.70,Ships in 1-2 weeks,,,,,,,,
SFS-5EH-AL,SKYLARK 5A FAN SP VAR,SKYLARK FAN SPEED CLAMSHELL A-SFS-5EH-AL,027557691741             ,5,49.40,24.70,2022-07-11,49.40,24.70,Ships in 1-2 weeks,,,,,,,,
SFS-5EH-BL,SKYLARK 5A FAN SP VAR,SKYLARK FANSPEED BL CLAMSHELL-SFS-5EH-BL,027557688406             ,5,49.40,24.70,2022-07-11,49.40,24.70,Ships in 1-2 weeks,,,,,,,,
SFS-5EH-BR,SKYLARK 5A FAN SP VAR,SKYLARK FANSPEED BR CLAMSHELL-SFS-5EH-BR,027557688420             ,5,49.40,24.70,2022-07-11,49.40,24.70,Ships in 1-2 weeks,,,,,,,,
SFS-5EH-GR,SKYLARK 5A FAN SP VAR,SKYLARK FANSPEED GR CLAMSHELL-SFS-5EH-GR,027557688413             ,10,49.40,24.70,2022-07-11,49.40,24.70,Ships in 2-3 weeks,,,,,,,,
SFS-5EH-IV,SKYLARK 5A FAN SP VAR,SKYLARK FANSPEED IV CLAMSHELL-SFS-5EH-IV,027557684552             ,2,49.40,24.70,2022-07-11,49.40,24.70,Ships in 1-2 weeks,,,,,,,,
SFS-5EH-WH,SKYLARK 5A FAN SP VAR,SKYLARK FANSPEED WH CLAMSHELL-SFS-5EH-WH,027557684545             ,2,49.40,24.70,2022-07-11,49.40,24.70,Ships in 1-2 weeks,,,,,,,,
SFS-5E-IV,SKYLARK 5A FAN SP VAR,SKYLARK 120V 5A FAN SPD IVORY-SFS-5E-IV,027557670326             ,20,49.40,24.70,2022-07-11,49.40,24.70,Ships in 4-5 weeks,,,,,,,,
SFS-5E-LA,SKYLARK 5A FAN SP VAR,SKYLARK 120V 5A FAN SPD LIGHT-SFS-5E-LA,027557526166             ,2,49.40,24.70,2022-07-11,49.40,24.70,Ships in 1-2 weeks,,,,,,,,
SFS-5E-WH,SKYLARK 5A FAN SP VAR,SKYLARK 120V 5A FAN SPD WHITE-SFS-5E-WH,027557670319             ,10,49.40,24.70,2022-07-11,49.40,24.70, Ships in 10 business days,,,,,,,,
SFSQ-F-AL,SKYLARK 1.5A FAN SP 3SP,SKYLARK QUIET FAN SPEED ALMOND,027557691529             ,15,29.00,14.50,2022-07-11,29.00,14.50,Ships in 3-4 weeks,,,,,,,,
SFSQ-F-BL,SKYLARK 1.5A FAN SP 3SP,SKYLARK QUIET FAN SPEED BLACK-SFSQ-F-BL,027557682626             ,20,29.00,14.50,2022-07-11,29.00,14.50,Ships in 4-5 weeks,,,,,,,,
SFSQ-F-BR,SKYLARK 1.5A FAN SP 3SP,SKYLARK QUIET FAN SPEED BROWN-SFSQ-F-BR,027557682633             ,15,29.00,14.50,2022-07-11,29.00,14.50,Ships in 3-4 weeks,,,,,,,,
SFSQ-F-GR,SKYLARK 1.5A FAN SP 3SP,SKYLARK QUIET FAN SPEED GRAY-SFSQ-F-GR,027557682640             ,15,29.00,14.50,2022-07-11,29.00,14.50,Ships in 3-4 weeks,,,,,,,,
SFSQ-FH-AL,SKYLARK 1.5A FAN SP 3SP,SKYLARK QUIET FAN AL CLAMSHEL-SFSQ-FH-AL,027557691697             ,15,29.00,14.50,2022-07-11,29.00,14.50,Ships in 3-4 weeks,,,,,,,,
SFSQ-FH-BL,SKYLARK 1.5A FAN SP 3SP,SKYLARK QUIET FAN BL CLAMSHEL-SFSQ-FH-BL,027557688437             ,15,29.00,14.50,2022-07-11,29.00,14.50,Ships in 3-4 weeks,,,,,,,,
SFSQ-FH-BR,SKYLARK 1.5A FAN SP 3SP,SKYLARK QUIET FAN BR CLAMSHEL-SFSQ-FH-BR,027557688444             ,15,29.00,14.50,2022-07-11,29.00,14.50,Ships in 3-4 weeks,,,,,,,,
SFSQ-FH-GR,SKYLARK 1.5A FAN SP 3SP,SKYLARK QUIET FAN GR CLAMSHEL-SFSQ-FH-GR,027557688451             ,15,29.00,14.50,2022-07-11,29.00,14.50,Ships in 3-4 weeks,,,,,,,,
SFSQ-FH-IV,SKYLARK 1.5A FAN SP 3SP,SKYLARK QUIET FAN IV CLAMSHEL-SFSQ-FH-IV,027557684514             ,15,29.00,14.50,2022-07-11,29.00,14.50,Ships in 3-4 weeks,,,,,,,,
SFSQ-FH-LA,SKYLARK 1.5A FAN SP 3SP,SKYLARK QUIET FAN-SFSQ-FH-LA,027557101578             ,15,29.00,14.50,2022-07-11,29.00,14.50,Ships in 3-4 weeks,,,,,,,,
SFSQ-F-HO-AL,SKYLARK 2A FAN SP 3SP,SKYLARK QUIET FAN HIGH OUTP-SFSQ-F-HO-AL,027557119139             ,15,47.40,23.70,2022-07-11,47.40,23.70,Ships in 3-4 weeks,,,,,,,,
SFSQ-F-HO-BL,SKYLARK 2A FAN SP 3SP,SKYLARK QUIET FAN HIGH OUTP-SFSQ-F-HO-BL,027557119177             ,15,47.40,23.70,2022-07-11,47.40,23.70,Ships in 3-4 weeks,,,,,,,,
SFSQ-F-HO-BR,SKYLARK 2A FAN SP 3SP,SKYLARK QUIET FAN HIGH OUTP-SFSQ-F-HO-BR,027557119160             ,15,47.40,23.70,2022-07-11,47.40,23.70,Ships in 3-4 weeks,,,,,,,,
SFSQ-F-HO-GR,SKYLARK 2A FAN SP 3SP,SKYLARK QUIET FAN HIGH OUTP-SFSQ-F-HO-GR,027557119153             ,15,47.40,23.70,2022-07-11,47.40,23.70,Ships in 3-4 weeks,,,,,,,,
SFSQ-F-HO-IV,SKYLARK 2A FAN SP 3SP,SKYLARK QUIET FAN HIGH OUTP-SFSQ-F-HO-IV,027557119122             ,15,47.40,23.70,2022-07-11,47.40,23.70,Ships in 3-4 weeks,,,,,,,,
SFSQ-F-HO-LA,SKYLARK 2A FAN SP 3SP,SKYLARK QUIET FAN HIGH OUTP-SFSQ-F-HO-LA,027557119146             ,15,47.40,23.70,2022-07-11,47.40,23.70,Ships in 3-4 weeks,,,,,,,,
SFSQ-F-HO-WH,SKYLARK 2A FAN SP 3SP,SKYLARK QUIET FAN HIGH OUTP-SFSQ-F-HO-WH,027557119115             ,15,47.40,23.70,2022-07-11,47.40,23.70,Ships in 3-4 weeks,,,,,,,,
SFSQ-FH-WH,SKYLARK 1.5A FAN SP 3SP,SKYLARK QUIET FAN WH CLAMSHEL-SFSQ-FH-WH,027557684507             ,15,29.00,14.50,2022-07-11,29.00,14.50, Ships in 15 business days,,,,,,,,
SFSQ-F-IV,SKYLARK 1.5A FAN SP 3SP,SKYLARK QUIET FAN SPEED IVORY-SFSQ-F-IV,027557670340             ,15,29.00,14.50,2022-07-11,29.00,14.50,Ships in 3-4 weeks,,,,,,,,
SFSQ-F-LA,SKYLARK 1.5A FAN SP 3SP,SKYLARK QUIET FAN SPEED LIGHT-SFSQ-F-LA,027557525961             ,15,29.00,14.50,2022-07-11,29.00,14.50,Ships in 3-4 weeks,,,,,,,,
SFSQ-F-WH,SKYLARK 1.5A FAN SP 3SP,SKYLARK QUIET FAN SPEED WHITE-SFSQ-F-WH,027557670333             ,15,29.00,14.50,2022-07-11,29.00,14.50, Estimated to ship in 3-4 wks,,,,,,,,
SFSQ-LF-AL,SKYLARK 1.5A/360W FAN/LT SP,SKYLARK QUIET LGT/FAN AL-SFSQ-LF-AL,027557691536             ,25,31.50,15.75,2022-07-11,31.50,15.75,Ships in 5-6 weeks,,,,,,,,
SFSQ-LF-BL,SKYLARK 1.5A/360W FAN/LT SP,SKYLARK QUIET LIGHT/FAN SPD B-SFSQ-LF-BL,027557682657             ,25,31.50,15.75,2022-07-11,31.50,15.75,Ships in 5-6 weeks,,,,,,,,
SFSQ-LF-BR,SKYLARK 1.5A/360W FAN/LT SP,SKYLARK QUIET LIGHT/FAN SPD B-SFSQ-LF-BR,027557682664             ,25,31.50,15.75,2022-07-11,31.50,15.75,Ships in 5-6 weeks,,,,,,,,
SFSQ-LF-GR,SKYLARK 1.5A/360W FAN/LT SP,SKYLARK QUIET LIGHT/FAN SPD G-SFSQ-LF-GR,027557682671             ,25,31.50,15.75,2022-07-11,31.50,15.75,Ships in 5-6 weeks,,,,,,,,
SFSQ-LFH-AL,SKYLARK 1.5A/360W FAN/LT SP,SKYLARK QUIET FAN CLAMSHELL -SFSQ-LFH-AL,027557691703             ,25,31.50,15.75,2022-07-11,31.50,15.75,Ships in 5-6 weeks,,,,,,,,
SFSQ-LFH-BL,SKYLARK 1.5A/360W FAN/LT SP,SKYLARK QUIET LGT/FAN BL CLM-SFSQ-LFH-BL,027557688468             ,25,31.50,15.75,2022-07-11,31.50,15.75,Ships in 5-6 weeks,,,,,,,,
SFSQ-LFH-BR,SKYLARK 1.5A/360W FAN/LT SP,SKYLARK QUIET LGT/FAN BR CLM-SFSQ-LFH-BR,027557688475             ,25,31.50,15.75,2022-07-11,31.50,15.75,Ships in 5-6 weeks,,,,,,,,
SFSQ-LFH-GR,SKYLARK 1.5A/360W FAN/LT SP,SKYLARK QUIET LGT/FAN GR CLM-SFSQ-LFH-GR,027557688482             ,25,31.50,15.75,2022-07-11,31.50,15.75,Ships in 5-6 weeks,,,,,,,,
SFSQ-LFH-IV,SKYLARK 1.5A/360W FAN/LT SP,SKYLARK QUIET FAN IV CLAMSHE-SFSQ-LFH-IV,027557684538             ,25,31.50,15.75,2022-07-11,31.50,15.75,Ships in 5-6 weeks,,,,,,,,
SFSQ-LFH-LA,SKYLARK 1.5A/360W FAN/LT SP,SKYLARK QUIET FAN / LIGHT-SFSQ-LFH-LA,027557770255             ,25,31.50,15.75,2022-07-11,31.50,15.75,Ships in 5-6 weeks,,,,,,,,
SFSQ-LFH-WH,SKYLARK 1.5A/360W FAN/LT SP,SKYLARK QUIET FAN WH CLAMSHE-SFSQ-LFH-WH,027557684521             ,25,31.50,15.75,2022-07-11,31.50,15.75,Ships in 5-6 weeks,,,,,,,,
SFSQ-LF-IV,SKYLARK 1.5A/360W FAN/LT SP,SKYLARK QUIET LIGHT/FAN SPD I-SFSQ-LF-IV,027557670364             ,25,31.50,15.75,2022-07-11,31.50,15.75,Ships in 5-6 weeks,,,,,,,,
SFSQ-LF-LA,SKYLARK 1.5A/360W FAN/LT SP,SKYLARK QUIET LIGHT/FAN SPD-SFSQ-LF-LA,027557525756             ,25,31.50,15.75,2022-07-11,31.50,15.75,Ships in 5-6 weeks,,,,,,,,
SFSQ-LF-WH,SKYLARK 1.5A/360W FAN/LT SP,SKYLARK QUIET LIGHT/FAN SPD W-SFSQ-LF-WH,027557670357             ,30,31.50,15.75,2022-07-11,31.50,15.75, Estimated to ship in 6-7 wks,,,,,,,,
SK-AL,SKYLARK REPLACEMENT KNOB,SKYLARK REPLACEMENT KNOB-SK-AL,027557513890             ,2,2.00,1.00,2022-07-11,2.00,1.00,Ships in 1-2 weeks,,,,,,,,
SK-DK,SKYLARK DUAL REPLACEMENT,SKYLARK DUAL REPLACEMENT-SK-DK,027557262002             ,10,2.60,1.30,2022-07-11,2.60,1.30, Ships in 10 business days,,,,,,,,
SK-IV,SKYLARK REPLACEMENT KNOB-IV,SKYLARK REPLACEMENT KNOB-IV-SK-IV,027557516082             ,2,2.00,1.00,2022-07-11,2.00,1.00,Ships in 1-2 weeks,,,,,,,,
SK-LA,SKYLARK REPLACEMENT KNOB,SKYLARK REPLACEMENT KNOB-SK-LA,027557596060             ,10,2.00,1.00,2022-07-11,2.00,1.00,Ships in 2-3 weeks,,,,,,,,
SK-WH,SKYLARK REPLACEMENT KNOB-WHITE,SKYLARK REPLACEMENT KNOB-WHITE,027557522137             ,10,2.00,1.00,2022-07-11,2.00,1.00, Ships in 10 business days,,,,,,,,
SLV-600P-AL,SKYLARK 450W MLV SP,SKYLARK 600VA LV PRESET ALMO-SLV-600P-AL,027557691451             ,2,64.00,32.00,2022-07-11,64.00,32.00,Ships in 1-2 weeks,,,,,,,,
SLV-600P-BL,SKYLARK 450W MLV SP,SKYLARK 600VA LV PRESET BLAC-SLV-600P-BL,027557331074             ,10,64.00,32.00,2022-07-11,64.00,32.00,Ships in 2-3 weeks,,,,,,,,
SLV-600P-BR,SKYLARK 450W MLV SP,SKYLARK 600VA LV PRESET BROW-SLV-600P-BR,027557331050             ,2,64.00,32.00,2022-07-11,64.00,32.00,Ships in 1-2 weeks,,,,,,,,
SLV-600P-GR,SKYLARK 450W MLV SP,SKYLARK 600VA LV PRESET GRAY-SLV-600P-GR,027557331272             ,2,64.00,32.00,2022-07-11,64.00,32.00,Ships in 1-2 weeks,,,,,,,,
SLV-600P-IV,SKYLARK 450W MLV SP,SKYLARK 600VA LV PRESET IVOR-SLV-600P-IV,027557331159             ,20,64.00,32.00,2022-07-11,64.00,32.00,Ships in 4-5 weeks,,,,,,,,
SLV-600P-LA,SKYLARK 450W MLV SP,SKYLARK 600VA LV PRESET LIGH-SLV-600P-LA,027557522847             ,2,64.00,32.00,2022-07-11,64.00,32.00,Ships in 1-2 weeks,,,,,,,,
SLV-600P-WH,SKYLARK 450W MLV SP,SKYLARK 600VA LV PRESET WHIT-SLV-600P-WH,027557670210             ,2,64.00,32.00,2022-07-11,64.00,32.00,Ships in 1-2 weeks,,,,,,,,
SLV-603P-AL,SKYLARK 450W MLV 3WY,SKYLARK 600VA 3WY PRESET AL-SLV-603P-AL,027557691468             ,2,83.50,41.75,2022-07-11,83.50,41.75,Ships in 1-2 weeks,,,,,,,,
SLV-603P-BL,SKYLARK 450W MLV 3WY,SKYLARK 600VA 3WY PRESET BLA-SLV-603P-BL,027557331227             ,2,83.50,41.75,2022-07-11,83.50,41.75,Ships in 1-2 weeks,,,,,,,,
SLV-603P-BR,SKYLARK 450W MLV 3WY,SKYLARK 600VA 3WY PRESET BR-SLV-603P-BR,027557450508             ,2,83.50,41.75,2022-07-11,83.50,41.75,Ships in 1-2 weeks,,,,,,,,
SLV-603P-GR,SKYLARK 450W MLV 3WY,SKYLARK 600VA 3WY PRESET GRA-SLV-603P-GR,027557331234             ,2,83.50,41.75,2022-07-11,83.50,41.75,Ships in 1-2 weeks,,,,,,,,
SLV-603P-IV,SKYLARK 450W MLV 3WY,SKYLARK 600VA 3WY PRESET IVO-SLV-603P-IV,027557331258             ,2,83.50,41.75,2022-07-11,83.50,41.75,Ships in 1-2 weeks,,,,,,,,
SLV-603P-LA,SKYLARK 450W MLV 3WY,SKYLARK 600VA 3WY PRESET LIG-SLV-603P-LA,027557522892             ,2,83.50,41.75,2022-07-11,83.50,41.75,Ships in 1-2 weeks,,,,,,,,
SLV-603P-WH,SKYLARK 450W MLV 3WY,SKYLARK 600VA 3WY PRESET WHI-SLV-603P-WH,027557670227             ,2,83.50,41.75,2022-07-11,83.50,41.75,Ships in 1-2 weeks,,,,,,,,
SS-1BI-GWH-E00,SOFTSWITCH 48 1BUTTON SEETOUCH,SOFTSWITCH 48 1BUTTON SEE-SS-1BI-GWH-E00,027557108683             ,5,265.00,132.50,2022-07-10,310.00,155.00,Ships in 1-2 weeks,,,,,,,,
SS-2BI-GWH-E00,SOFTSWITCH 48 2BUTTON SEETOUCH,SOFTSWITCH 48 2BUTTON SEE-SS-2BI-GWH-E00,027557108690             ,5,265.00,132.50,2022-07-10,310.00,155.00,Ships in 1-2 weeks,,,,,,,,
SS-3BI-GWH-E00,SOFTSWITCH 48 3BUTTON SEETOUCH,SOFTSWITCH 48 3BUTTON SEE-SS-3BI-GWH-E00,027557108706             ,5,290.00,145.00,2022-07-10,340.00,170.00,Ships in 1-2 weeks,,,,,,,,
SS-4BI-GWH-E00,SOFTSWITCH 48 4 BUTTON SEETOUC,SOFTSWITCH 48 4 BUTTON SE-SS-4BI-GWH-E00,027557108713             ,10,290.00,145.00,2022-07-10,340.00,170.00,Ships in 2-3 weeks,,,,,,,,
SS-5BI-GWH-E00,SOFTSWITCH 48 5BUTTON SEETOUCH,SOFTSWITCH 48 5BUTTON SEE-SS-5BI-GWH-E00,027557127721             ,5,320.00,160.00,2022-07-10,375.00,187.50,Ships in 1-2 weeks,,,,,,,,
