Manufacturer,UPC,Catalog Number,Description,Carton QTY,Unit Measure, List Price , Net Price ,Special Net Price,Special Net Price 2,Special Net Price 3
Morris,601986011129,1112,22-16 #6 Vinyl Spade Sm Pk,25,Piece, $0.10 ,,,,
Morris,601986011143,1114,22-16 #8 Vinyl Spade Sm Pk,25,Piece, $0.10 ,,,,
Morris,601986011167,1116,22-16 #10 Vinyl Spade Sm Pk,25,Piece, $0.10 ,,,,
Morris,601986011181,1118,22-16 1/4 Vinyl Spade Sm Pk,25,Piece, $0.14 ,,,,
Morris,601986011327,1132,16-14 #6 Vinyl Spade  Sm Pk,25,Piece, $0.11 ,,,,
Morris,601986011341,1134,16-14 #8 Vinyl Spade Sm Pk,25,Piece, $0.11 ,,,,
Morris,601986011365,1136,16-14 #10 Vinyl Spade Sm Pk,25,Piece, $0.12 ,,,,
Morris,601986011389,1138,16-14 1/4 Vinyl Spade Sm Pk,25,Piece, $0.17 ,,,,
Morris,601986011624,1162,12-10 #8 Vinyl Spade Sm Pk,25,Piece, $0.16 ,,,,
Morris,601986011648,1164,12-10 #10 Vinyl Spade Sm Pk,25,Piece, $0.16 ,,,,
Morris,601986011662,1166,12-10 1/4 Vinyl Spade Sm Pk,25,Piece, $0.22 ,,,,
Morris,601986011686,1168,12-10 5/16 Vinyl Spade Sm Pk,25,Piece, $0.23 ,,,,
Morris,601986011822,1182,22-16 Vinyl Butt Sm Pk,25,Piece, $0.10 ,,,,
Morris,601986011846,1184,16-14 Vinyl Butt Sm Pk,25,Piece, $0.11 ,,,,
Morris,601986011860,1186,12-10 Vinyl Butt Sm Pk,25,Piece, $0.17 ,,,,
Morris,601986012126,1212,22-16 .020x.187 Vin Male Sm Pk,25,Piece, $0.10 ,,,,
Morris,601986012140,1214,22-16 .032x.250 Vin Male Sm Pk,25,Piece, $0.10 ,,,,
Morris,601986012225,1222,16-14 .020x.187 Vin Male Sm Pk,25,Piece, $0.10 ,,,,
Morris,601986012249,1224,16-14 .032x.250 Vin Male Sm Pk,25,Piece, $0.10 ,,,,
Morris,601986012324,1232,12-10 .032x.250 Vin Male Sm Pk,25,Piece, $0.11 ,,,,
Morris,601986013123,1312,22-16 .187x.020 Vin Fem Sm Pk,25,Piece, $0.09 ,,,,
Morris,601986013147,1314,22-16 .250x.032 Vin Fem Sm Pk,25,Piece, $0.10 ,,,,
Morris,601986013222,1322,16-14 .187x.020 Vin Fem Sm Pk,25,Piece, $0.10 ,,,,
Morris,601986013246,1324,16-14 .250x.032 Vin Fem Sm Pk,25,Piece, $0.10 ,,,,
Morris,601986013321,1332,12-10 .250x.032 Vin Fem Sm Pk,25,Piece, $0.11 ,,,,
Morris,601986014113,1411,22-16 .250x.032 Nyl Fem Sm Pk,25,Piece, $0.15 ,,,,
Morris,601986014120,1412,16-14 .250x.032 Nyl Fem Sm Pk,25,Piece, $0.15 ,,,,
Morris,601986014144,1414,12-10 .250x.032 Nyl Fem Sm Pk,25,Piece, $0.19 ,,,,
Morris,601986014151,1415,22-16 .250x.032 Nyl Male Sm Pk,25,Piece, $0.18 ,,,,
Morris,601986014168,1416,16-14 .250x.032 Nyl Male Sm Pk,25,Piece, $0.21 ,,,,
Morris,601986014182,1418,12-10 .250x.032 Nyl Male Sm Pk,25,Piece, $0.22 ,,,,
Morris,601986100106,10010,22-16 #4 Vinyl Ins Ring Term,100,Piece, $0.08 ,,,,
Morris,601986100120,10012,22-16 #6 Vinyl Ins Ring Term,100,Piece, $0.09 ,,,,
Morris,601986100120B,10012B,22-16 #6 Vinyl Ring Term,1000,Piece, $0.08 ,,,,
Morris,601986100144,10014,22-16 #8 Vinyl Ins Ring Term,100,Piece, $0.09 ,,,,
Morris,601986100144B,10014B,22-16 #8 Vinyl Ring Term,1000,Piece, $0.08 ,,,,
Morris,601986100168,10016,22-16 #10 Vinyl Ins Ring Term,100,Piece, $0.09 ,,,,
Morris,601986100168B,10016B,22-16 #10 Vinyl Ring Term,1000,Piece, $0.08 ,,,,
Morris,601986100182,10018,22-16 1/4 Vinyl Ins Ring Term,100,Piece, $0.12 ,,,,
Morris,601986100205,10020,22-16 5/16 Vinyl Ins Ring Term,100,Piece, $0.12 ,,,,
Morris,601986100229,10022,22-16 3/8 Vinyl Ins Ring Term,100,Piece, $0.14 ,,,,
Morris,601986100236,10023,22-16 1/2 Vinyl Ins Ring Term,100,Piece, $0.24 ,,,,
Morris,601986100243,10024,22-16 9/16 Vinyl Ins Ring Term,100,Piece, $0.41 ,,,,
Morris,601986100267,10026,22-16 5/8 Vinyl Ins Ring Term,100,Piece, $0.41 ,,,,
Morris,601986100281,10028,22-16 3/4 Vinyl Ins Ring Term,100,Piece, $0.41 ,,,,
Morris,601986100304,10030,16-14#4 Vinyl Ins Ring Term,100,Piece, $0.08 ,,,,
Morris,601986100328,10032,16-14 #6 Vinyl Ins Ring Term,100,Piece, $0.10 ,,,,
Morris,601986100328B,10032B,16-14 #6 Vinyl Ins Ring Term,1000,Piece, $0.09 ,,,,
Morris,601986100342,10034,16-14 #8 Vinyl Ins Ring Term,100,Piece, $0.10 ,,,,
Morris,601986100342B,10034B,16-14 #8 Vinyl Ins Ring Term,1000,Piece, $0.09 ,,,,
Morris,601986100366,10036,16-14 #10 Vinyl Ins Ring Term,100,Piece, $0.10 ,,,,
Morris,601986100366B,10036B,16-14 #10 Vinyl Ins Ring Term,1000,Piece, $0.09 ,,,,
Morris,601986100380,10038,16-14 1/4 Vinyl Ins Ring Term,100,Piece, $0.12 ,,,,
Morris,601986100380B,10038B,16-14 1/4 Vinyl Ins Ring Term,1000,Piece, $0.11 ,,,,
Morris,601986100403,10040,16-14 5/16 Vinyl Ins Ring Term,100,Piece, $0.12 ,,,,
Morris,601986100427,10042,16-14 3/8 Vinyl Ins Ring Term,100,Piece, $0.14 ,,,,
Morris,601986100441,10044,16-14 1/2 Vinyl Ins Ring Term,100,Piece, $0.24 ,,,,
Morris,601986100465,10046,16-14 9/16 Vinyl Ins Ring Term,100,Piece, $0.44 ,,,,
Morris,601986100489,10048,16-14 5/8 Vinyl Ins Ring Term,100,Piece, $0.44 ,,,,
Morris,601986100502,10050,16-14 3/4 Vinyl Ins Ring Term,100,Piece, $0.44 ,,,,
Morris,601986100601,10060,12-10 #6 Vinyl Ins Ring Term,100,Piece, $0.12 ,,,,
Morris,601986100625,10062,12-10 #8 Vinyl Ins Ring Term,100,Piece, $0.12 ,,,,
Morris,601986100649,10064,12-10 #10 Vinyl Ins Ring Term,100,Piece, $0.14 ,,,,
Morris,601986100649B,10064B,12-10 #10 Vinyl Ins Ring Term,500,Piece, $0.13 ,,,,
Morris,601986100663,10066,12-10 1/4 Vinyl Ins Ring Term,100,Piece, $0.19 ,,,,
Morris,601986100663B,10066B,12-10 1/4 Vinyl Ins Ring Term,500,Piece, $0.17 ,,,,
Morris,601986100687,10068,12-10 5/16 Vinyl Ins Ring Term,100,Piece, $0.21 ,,,,
Morris,601986100700,10070,12-10 3/8 Vinyl Ins Ring Term,100,Piece, $0.21 ,,,,
Morris,601986100700B,10070B,12-10 3/8 Vinyl Ins Ring Term,500,Piece, $0.19 ,,,,
Morris,601986100724,10072,12-10 1/2 Vinyl Ins Ring Term,100,Piece, $0.27 ,,,,
Morris,601986100748,10074,12-10 9/16 Vinyl Ins Ring Term,100,Piece, $0.66 ,,,,
Morris,601986100762,10076,12-10 5/8 Vinyl Ins Ring Term,100,Piece, $0.66 ,,,,
Morris,601986100786,10078,12-10 3/4 Vinyl Ins Ring Term,100,Piece, $0.66 ,,,,
Morris,601986101103,10110,22-16 #4 Vinyl Spade Term,100,Piece, $0.09 ,,,,
Morris,601986101127,10112,22-16 #6 Vinyl Spade Term,100,Piece, $0.09 ,,,,
Morris,601986101127B,10112B,22-16 #6 Vinyl Spade Term,1000,Piece, $0.08 ,,,,
Morris,601986101141,10114,22-16 #8 Vinyl Spade Term,100,Piece, $0.09 ,,,,
Morris,601986101141B,10114B,22-16 #8 Vinyl Spade Term,1000,Piece, $0.08 ,,,,
Morris,601986101165,10116,22-16 #10 Vinyl Spade Term,100,Piece, $0.09 ,,,,
Morris,601986101165B,10116B,22-16 #10 Vinyl Spade Term,1000,Piece, $0.08 ,,,,
Morris,601986101189,10118,22-16 1/4 Vinyl Spade Term,100,Piece, $0.13 ,,,,
Morris,601986101202,10120,16-14 #4 Vinyl Spade Term,100,Piece, $0.09 ,,,,
Morris,601986101325,10132,16-14 #6 Vinyl Spade Term,100,Piece, $0.09 ,,,,
Morris,601986101325B,10132B,16-14 #6 Vinyl Spade Term,1000,Piece, $0.08 ,,,,
Morris,601986101349,10134,16-14 #8 Vinyl Spade Term,100,Piece, $0.09 ,,,,
Morris,601986101349B,10134B,16-14 #8 Vinyl Spade Term,1000,Piece, $0.08 ,,,,
Morris,601986101363,10136,16-14 #10 Vinyl Spade Term,100,Piece, $0.11 ,,,,
Morris,601986101363B,10136B,16-14 #10 Vinyl Spade Bulk,1000,Piece, $0.10 ,,,,
Morris,601986101387,10138,16-14 1/4 Vinyl Spade Term,100,Piece, $0.15 ,,,,
Morris,601986101400,10140,12-10 #6 Vinyl Spade Term,100,Piece, $0.14 ,,,,
Morris,601986101400B,10140B,12-10 #6 Vinyl Spade Bulk,500,Piece, $0.12 ,,,,
Morris,601986101622,10162,12-10 #8 Vinyl Spade Term,100,Piece, $0.14 ,,,,
Morris,601986101622B,10162B,12-10 #8 Vinyl Spade Bulk,500,Piece, $0.13 ,,,,
Morris,601986101646,10164,12-10 #10 Vinyl Spade Term,100,Piece, $0.14 ,,,,
Morris,601986101646B,10164B,12-10 #10 Vinyl Spade Bulk ,500,Piece, $0.13 ,,,,
Morris,601986101660,10166,12-10 1/4 Vinyl Spade Term,100,Piece, $0.21 ,,,,
Morris,601986101660B,10166B,12-10 1/4 Vinyl Spade Bulk,500,Piece, $0.18 ,,,,
Morris,601986101684,10168,12-10 5/16 Vinyl Spade Term,100,Piece, $0.21 ,,,,
Morris,601986101820,10182,22-16 Vinyl Butt Connectors,100,Piece, $0.09 ,,,,
Morris,601986101844,10184,16-14 Vinyl Butt Connectors,100,Piece, $0.10 ,,,,
Morris,601986101868,10186,12-10 Vinyl Butt Connectors,100,Piece, $0.15 ,,,,
Morris,601986102087,10208,22-16 .020x.110 Vinyl Male,100,Piece, $0.09 ,,,,
Morris,601986102100,10210,22-16 .032x.110 Vinyl Male,100,Piece, $0.08 ,,,,
Morris,601986102124,10212,22-16 .020x.187 Vinyl Male,100,Piece, $0.09 ,,,,
Morris,601986102131,10213,22-16 .032x.187 Vinyl Male,100,Piece, $0.10 ,,,,
Morris,601986102148,10214,22-16 .032x.250 Vinyl Male,100,Piece, $0.08 ,,,,
Morris,601986102223,10222,16-14 .020x.187 Vinyl Male,100,Piece, $0.09 ,,,,
Morris,601986102230,10223,16-14 .032x.187 Vinyl Male,100,Piece, $0.10 ,,,,
Morris,601986102247,10224,16-14 .032x.250 Vinyl Male,100,Piece, $0.08 ,,,,
Morris,601986102322,10232,12-10 .032x.250 Vinyl Male,100,Piece, $0.09 ,,,,
Morris,601986102421,10242,22-16 .032x.250 Non-Ins Male,100,Piece, $0.08 ,,,,
Morris,601986102438,10243,16-14 .032x.250 Non-Ins Male,100,Piece, $0.09 ,,,,
Morris,601986102445,10244,12-10 .032x.250 Non-Ins Male,100,Piece, $0.10 ,,,,
Morris,601986102452,10245,22-16 .032x.187 Non-Ins Fem,100,Piece, $0.07 ,,,,
Morris,601986102469,10246,22-16 .020x.187 Non-Ins Fem,100,Piece, $0.07 ,,,,
Morris,601986102476,10247,22-16 .032x.250 Non-Ins Fem,100,Piece, $0.09 ,,,,
Morris,601986102483,10248,16-14 .032x.187 Non-Ins Fem,100,Piece, $0.07 ,,,,
Morris,601986102490,10249,16-14 .020x.187 Non-Ins Fem,100,Piece, $0.07 ,,,,
Morris,601986102506,10250,16-14 .032x.250 Non-Ins Fem,100,Piece, $0.07 ,,,,
Morris,601986102513,10251,12-10 .032x.250 Non-Ins Fem,100,Piece, $0.11 ,,,,
Morris,601986103084,10308,22-16 .020x.110 Vinyl Fem,100,Piece, $0.08 ,,,,
Morris,601986103107,10310,22-16 .032x.110 Vinyl Fem,100,Piece, $0.08 ,,,,
Morris,601986103114,10311,22-16 .032x.187 Vinyl Fem,100,Piece, $0.08 ,,,,
Morris,601986103121,10312,22-16 .020x.187 Vinyl Fem,100,Piece, $0.08 ,,,,
Morris,601986103138,10313,22-16 .020x.205 Vinyl Fem,100,Piece, $0.09 ,,,,
Morris,601986103145,10314,22-16 .032x.250 Vinyl Fem,100,Piece, $0.09 ,,,,
Morris,601986103145B,10314B,22-16 .032x.250 Vinyl Fem Bulk,1000,Piece, $0.08 ,,,,
Morris,601986103169,10316,16-14 .020x.110 Vinyl Fem,100,Piece, $0.08 ,,,,
Morris,601986103183,10318,16-14 .032x.110 Vinyl Fem,100,Piece, $0.08 ,,,,
Morris,601986103220,10322,16-14 .020x.187 Vinyl Fem,100,Piece, $0.08 ,,,,
Morris,601986103237,10323,16-14 .032x.187 Vinyl Fem,100,Piece, $0.08 ,,,,
Morris,601986103244,10324,16-14 .032x.250 Vinyl Fem,100,Piece, $0.09 ,,,,
Morris,601986103244B,10324B,16-14 .032x.250 Vinyl Fem Bulk,1000,Piece, $0.08 ,,,,
Morris,601986103251,10325,16-14 .020x.205 Vinyl Fem,100,Piece, $0.09 ,,,,
Morris,601986103282,10328,12-10 .020x.110 Vinyl Fem,100,Piece, $0.10 ,,,,
Morris,601986103299,10329,12-10 .032x.110 Vinyl Fem,100,Piece, $0.10 ,,,,
Morris,601986103305,10330,12-10 .020x.187 Vinyl Fem,100,Piece, $0.10 ,,,,
Morris,601986103312,10331,12-10 .032x.187 Vinyl Fem,100,Piece, $0.10 ,,,,
Morris,601986103329,10332,12-10 .032x.250 Vinyl Fem,100,Piece, $0.10 ,,,,
Morris,601986103329B,10332B,12-10 .032x.250 Vinyl Fem Bulk,500,Piece, $0.09 ,,,,
Morris,601986104111,10411,22-16 .250x.032  Fully Ins Fem,100,Piece, $0.19 ,,,,
Morris,601986104111B,10411B,22-16 .250x.032 Ins Fem Bulk,1000,Piece, $0.17 ,,,,
Morris,601986104128,10412,16-14 .250x.032 Fully Ins Fem,100,Piece, $0.20 ,,,,
Morris,601986104128B,10412B,16-14 .250x.032 Ins Fem Bulk,1000,Piece, $0.18 ,,,,
Morris,601986104142,10414,12-10 .250x.032 Fully Ins Fem,100,Piece, $0.23 ,,,,
Morris,601986104142B,10414B,12-10 .250x.032 Ins Fem Bulk,500,Piece, $0.21 ,,,,
Morris,601986104159,10415,22-16 .250x.032 Fully Ins Male,100,Piece, $0.20 ,,,,
Morris,601986104159B,10415B,22-16 .250x.032 Ins Male Bulk,500,Piece, $0.18 ,,,,
Morris,601986104166,10416,16-14 .250x.032 Fully Ins Male,100,Piece, $0.20 ,,,,
Morris,601986104166B,10416B,16-14 .250x.032 Ins Male Bulk,500,Piece, $0.19 ,,,,
Morris,601986104180,10418,12-10 .250x.032 Fully Ins Male,100,Piece, $0.25 ,,,,
Morris,601986107105,10710,2 Way Bullet Receptacle,100,Piece, $0.15 ,,,,
Morris,601986107129,10712,Dbl Male Tab Sngl Fem Slip-On,100,Piece, $0.14 ,,,,
Morris,601986107129B,10712B,Dbl Male Tab Fem Slip-On Bulk,1000,Piece, $0.12 ,,,,
Morris,601986107143,10714,3 Way Adapter (2 Male Tab),100,Piece, $0.12 ,,,,
Morris,601986107143B,10714B,4 Way Adapt (2 Male Tab) Bulk,1000,Piece, $0.11 ,,,,
Morris,601986107167,10716,Chair Adapter (2 male tab),100,Piece, $0.19 ,,,,
Morris,601986107181,10718,Chair Adapter (3 male tab),100,Piece, $0.21 ,,,,
Morris,601986107204,10720,90Deg Chair Adapt (2 Male Tab),100,Piece, $0.34 ,,,,
Morris,601986107525,10752,UB Connector,25,Piece, $0.32 ,,,,
Morris,601986107549,10754,UR Connector,25,Piece, $0.36 ,,,,
Morris,601986107556,10755,UR2 Connector,25,Piece, $0.19 ,,,,
Morris,601986107563,10756,UY Connector,25,Piece, $0.27 ,,,,
Morris,601986107600,10760,UCC Connector,25,Piece, $0.14 ,,,,
Morris,601986107624,10762,UB Connector,100,Piece, $0.13 ,,,,
Morris,601986107648,10764,UR Connector,100,Piece, $0.16 ,,,,
Morris,601986107655,10765,UR2 Connector,100,Piece, $0.17 ,,,,
Morris,601986107662,10766,UY Connector,100,Piece, $0.10 ,,,,
Morris,601986107679,10767,UY2 Connector,100,Piece, $0.12 ,,,,
Morris,601986107709,10770,UCC Connector,100,Piece, $0.13 ,,,,
Morris,601986107723,10772,22-18 Quick Splice Connector,25,Piece, $0.13 ,,,,
Morris,601986107747,10774,18-14 Quick Splice Connector,25,Piece, $0.13 ,,,,
Morris,601986107761,10776,12-10 Quick Splice Connector,25,Piece, $0.21 ,,,,
Morris,601986107778,10777,12-10/18-14 Quick Splice Conn,25,Piece, $0.61 ,,,,
Morris,601986107808,10780,T-Tap Disconnect 22-18 .250,25,Piece, $0.15 ,,,,
Morris,601986107815,10781,T-Tap Disconnect 18-14 .250,25,Piece, $0.15 ,,,,
Morris,601986107822,10782,T-Tap Disconnect 12-10 .250,25,Piece, $0.15 ,,,,
Morris,601986108157,10815,175pc Terminal Kit w/Crimper,1,Kit, $24.01 ,,,,
Morris,601986108164,10816,200pc Terminal Kit,1,Kit, $25.07 ,,,,
Morris,601986108171,10817,200pc Terminal Kit w/Crimper,1,Kit, $82.95 ,,,,
Morris,601986108188,10818,500pc Terminal Kit w/Crimper,1,Kit, $134.81 ,,,,
Morris,601986110112,11011,22-16 #2 Non Ins Ring Term,100,Piece, $0.09 ,,,,
Morris,601986110129,11012,22-16 #4 Non Ins Ring Term,100,Piece, $0.07 ,,,,
Morris,601986110143,11014,22-16 #6 Non Ins Ring Term,100,Piece, $0.08 ,,,,
Morris,601986110143B,11014B,22-16 #6 Non Ins Ring Ter Bulk,1000,Piece, $0.07 ,,,,
Morris,601986110167,11016,22-16 #8 Non Ins Ring Term,100,Piece, $0.08 ,,,,
Morris,601986110167B,11016B,22-16 #8 Non Ins Ring Ter Bulk,1000,Piece, $0.07 ,,,,
Morris,601986110181,11018,22-16 #10 Non Ins Ring Term,100,Piece, $0.08 ,,,,
Morris,601986110204,11020,22-16 1/4 Non Ins Ring Term,100,Piece, $0.12 ,,,,
Morris,601986110228,11022,22-16 5/16 Non Ins Ring Term,100,Piece, $0.12 ,,,,
Morris,601986110242,11024,22-16 3/8 Non Ins Ring Term,100,Piece, $0.13 ,,,,
Morris,601986110266,11026,22-16 1/2 Non Ins Ring Term,100,Piece, $0.23 ,,,,
Morris,601986110280,11028,22-16 9/16 Non Ins Ring Term,100,Piece, $0.37 ,,,,
Morris,601986110303,11030,22-16 5/8 Non Ins Ring Term,100,Piece, $0.37 ,,,,
Morris,601986110327,11032,22-16 3/4 Non Ins Ring Term,100,Piece, $0.37 ,,,,
Morris,601986110334,11033,16-14 #2 Non Ins Ring Term,100,Piece, $0.22 ,,,,
Morris,601986110341,11034,16-14 #4 Non Ins Ring Term,100,Piece, $0.08 ,,,,
Morris,601986110365,11036,16-14 #6 Non Ins Ring Term,100,Piece, $0.08 ,,,,
Morris,601986110389,11038,16-14 #8 Non Ins Ring Term,100,Piece, $0.09 ,,,,
Morris,601986110389B,11038B,16-14 #8 Non Ins Ring Ter Bulk,1000,Piece, $0.08 ,,,,
Morris,601986110402,11040,16-14 #10 Non Ins Ring Term,100,Piece, $0.09 ,,,,
Morris,601986110402B,11040B,16-14 #10 Non Ins Ring Ter Bulk,1000,Piece, $0.08 ,,,,
Morris,601986110426,11042,16-14 1/4 Non Ins Ring Term,100,Piece, $0.12 ,,,,
Morris,601986110426B,11042B,16-14 1/4 Non Ins Ring Ter Bulk,1000,Piece, $0.10 ,,,,
Morris,601986110440,11044,16-14 5/16 Non Ins Ring Term,100,Piece, $0.12 ,,,,
Morris,601986110464,11046,16-14 3/8 Non Ins Ring Term,100,Piece, $0.14 ,,,,
Morris,601986110488,11048,16-14 1/2 Non Ins Ring Term,100,Piece, $0.24 ,,,,
Morris,601986110501,11050,16-14 9/16 Non Ins Ring Term,100,Piece, $0.43 ,,,,
Morris,601986110525,11052,16-14 5/8 Non Ins Ring Term,100,Piece, $0.43 ,,,,
Morris,601986110549,11054,16-14 3/4 Non Ins Ring Term,100,Piece, $0.43 ,,,,
Morris,601986110556,11055,12-10 #4 Non Ins Ring Term,100,Piece, $0.22 ,,,,
Morris,601986110563,11056,12-10 #6 Non Ins Ring Term,100,Piece, $0.13 ,,,,
Morris,601986110587,11058,12-10 #8 Non Ins Ring Term,100,Piece, $0.13 ,,,,
Morris,601986110587B,11058B,12-10 #8 Non Ins Ring Ter Bulk,1000,Piece, $0.12 ,,,,
Morris,601986110600,11060,12-10 #10 Non Ins Ring Term,100,Piece, $0.16 ,,,,
Morris,601986110600B,11060B,12-10 #10 Non In Ring Term Bulk,1000,Piece, $0.14 ,,,,
Morris,601986110624,11062,12-10 1/4 Non Ins Ring Term,100,Piece, $0.18 ,,,,
Morris,601986110624B,11062B,12-10 1/4 Non Ins Ring Term Bulk,1000,Piece, $0.17 ,,,,
Morris,601986110648,11064,12-10 5/16 Non Ins Ring Term,100,Piece, $0.22 ,,,,
Morris,601986110662,11066,12-10 3/8 Non Ins Ring Term,100,Piece, $0.22 ,,,,
Morris,601986110686,11068,12-10 1/2 Non Ins Ring Term,100,Piece, $0.28 ,,,,
Morris,601986110709,11070,12-10 9/16 Non Ins Ring Term,100,Piece, $0.69 ,,,,
Morris,601986110716,11071,12-10 11/16 Non Ins Ring Term,100,Piece, $0.72 ,,,,
Morris,601986110723,11072,12-10 5/8 Non Ins Ring Term,100,Piece, $0.72 ,,,,
Morris,601986110747,11074,12-10 3/4 Non Ins Ring Term,100,Piece, $0.72 ,,,,
Morris,601986110761,11076,8awg #6 Non Ins Ring Term,100,Piece, $0.31 ,,,,
Morris,601986110785,11078,8awg #8 Non Ins Ring Term,100,Piece, $0.31 ,,,,
Morris,601986110808,11080,8awg #10 Non Ins Ring Term,100,Piece, $0.33 ,,,,
Morris,601986110822,11082,8awg 1/4 Non Ins Ring Term,100,Piece, $0.33 ,,,,
Morris,601986110846,11084,8awg 5/16 Non Ins Ring Term,100,Piece, $0.41 ,,,,
Morris,601986110860,11086,8awg 3/8 Non Ins Ring Term,100,Piece, $0.41 ,,,,
Morris,601986110884,11088,8awg 1/2 Non Ins Ring Term,100,Piece, $0.43 ,,,,
Morris,601986110907,11090,6awg #8 Non Ins Ring Term,100,Piece, $0.69 ,,,,
Morris,601986110921,11092,6awg #10 Non Ins Ring Term,100,Piece, $0.69 ,,,,
Morris,601986110945,11094,6awg 1/4 Non Ins Ring Term,100,Piece, $0.69 ,,,,
Morris,601986110969,11096,6awg 5/16 Non Ins Ring Term,100,Piece, $0.69 ,,,,
Morris,601986110983,11098,6awg 3/8 Non Ins Ring Term,100,Piece, $0.69 ,,,,
Morris,601986111003,11100,6awg 7/16 Non Ins Ring Term,100,Piece, $1.01 ,,,,
Morris,601986111027,11102,6awg 1/2 Non Ins Ring Term,100,Piece, $1.02 ,,,,
Morris,601986111041,11104,4awg #8 Non Ins Ring Term,100,Piece, $1.01 ,,,,
Morris,601986111065,11106,4awg #10 Non Ins Ring Term,100,Piece, $1.01 ,,,,
Morris,601986111089,11108,4awg 1/4 Non Ins Ring Term,100,Piece, $1.02 ,,,,
Morris,601986111102,11110,4awg 5/16 Non Ins Ring Term,100,Piece, $1.02 ,,,,
Morris,601986111126,11112,4awg 3/8 Non Ins Ring Term,100,Piece, $1.02 ,,,,
Morris,601986111140,11114,4awg 7/16 Non Ins Ring Term,100,Piece, $1.01 ,,,,
Morris,601986111164,11116,4awg 1/2 Non Ins Ring Term,100,Piece, $1.19 ,,,,
Morris,601986111188,11118,2awg #10 Non Ins Ring Term,100,Piece, $1.19 ,,,,
Morris,601986111201,11120,2awg 1/4 Non Ins Ring Term,100,Piece, $1.19 ,,,,
Morris,601986111225,11122,2awg 5/16 Non Ins Ring Term,100,Piece, $1.19 ,,,,
Morris,601986111249,11124,2awg 3/8 Non Ins Ring Term,100,Piece, $1.19 ,,,,
Morris,601986111263,11126,2awg 7/16 Non Ins Ring Term,100,Piece, $1.18 ,,,,
Morris,601986111287,11128,2awg 1/2 Non Ins Ring Term,100,Piece, $1.19 ,,,,
Morris,601986111300,11130,#2 9/16 Non Ins Ring Term,100,Piece, $3.50 ,,,,
Morris,601986111317,11131,#2 5/8 Non Ins Ring Term,100,Piece, $3.54 ,,,,
Morris,601986111324,11132,#2 11/16 Non Ins Ring Term,100,Piece, $3.50 ,,,,
Morris,601986111331,11133,#2 3/4 Non Ins Ring Term,100,Piece, $3.50 ,,,,
Morris,601986111348,11134,#4 9/16 Non Ins Ring Term,100,Piece, $3.02 ,,,,
Morris,601986111355,11135,#4 5/8 Non Ins Ring Term,100,Piece, $3.02 ,,,,
Morris,601986111362,11136,#4 11/16 Non Ins Ring Term,100,Piece, $3.02 ,,,,
Morris,601986111379,11137,#4 3/4 Non Ins Ring Term,100,Piece, $3.05 ,,,,
Morris,601986111386,11138,#8 9/16 Non Ins Ring Term,100,Piece, $1.72 ,,,,
Morris,601986111393,11139,#8 5/8 Non Ins Ring Term,100,Piece, $1.74 ,,,,
Morris,601986111409,11140,#8 11/16 Non Ins Ring Term,100,Piece, $1.72 ,,,,
Morris,601986111416,11141,#8 3/4 Non Ins Ring Term,100,Piece, $1.74 ,,,,
Morris,601986111423,11142,#6 9/16 Non Ins Ring Term,100,Piece, $2.31 ,,,,
Morris,601986111430,11143,#6 5/8 Non Ins Ring Term,100,Piece, $2.31 ,,,,
Morris,601986111447,11144,#6 11/16 Non Ins Ring Term,100,Piece, $2.31 ,,,,
Morris,601986111454,11145,#6 3/4 Non Ins Ring Term,100,Piece, $2.33 ,,,,
Morris,601986113120,11312,22-16 #4 Nylon Ins Ring Term,100,Piece, $0.10 ,,,,
Morris,601986113144,11314,22-16 #6 Nylon Ins Ring Term,100,Piece, $0.11 ,,,,
Morris,601986113144B,11314B,22-16 #6 Nylon In Ring Term Bulk,1000,Piece, $0.10 ,,,,
Morris,601986113168,11316,22-16 #8 Nylon Ins Ring Term,100,Piece, $0.11 ,,,,
Morris,601986113168B,11316B,22-16 #8 Nylon Ins Ring Trm Bulk,1000,Piece, $0.10 ,,,,
Morris,601986113182,11318,22-16 #10 Nylon Ins Ring Term,100,Piece, $0.11 ,,,,
Morris,601986113205,11320,22-16 1/4 Nylon Ins Ring Term,100,Piece, $0.15 ,,,,
Morris,601986113229,11322,22-16 5/16 Nylon Ins Ring Term,100,Piece, $0.15 ,,,,
Morris,601986113243,11324,22-16 3/8 Nylon Ins Ring Term,100,Piece, $0.17 ,,,,
Morris,601986113267,11326,22-16 1/2 Nylon Ins Ring Term,100,Piece, $0.27 ,,,,
Morris,601986113281,11328,22-16 9/16 Nylon Ins Ring Term,100,Piece, $0.53 ,,,,
Morris,601986113304,11330,22-16 5/8 Nylon Ins Ring Term,100,Piece, $0.53 ,,,,
Morris,601986113328,11332,22-16 3/4 Nylon Ins Ring Term,100,Piece, $0.53 ,,,,
Morris,601986113342,11334,16-14 #4 Nylon Ins Ring Term,100,Piece, $0.12 ,,,,
Morris,601986113366,11336,16-14 #6 Nylon Ins Ring Term,100,Piece, $0.13 ,,,,
Morris,601986113380,11338,16-14 #8 Nylon Ins Ring Term,100,Piece, $0.13 ,,,,
Morris,601986113380B,11338B,16-14 #8 Nylon Ins Ring Trm Bulk,1000,Piece, $0.12 ,,,,
Morris,601986113403,11340,16-14 #10 Nylon Ins Ring Term,100,Piece, $0.13 ,,,,
